Spain, Period fertility rates by calendar year, age and birth cohort (Lexis triangles)
Last modified: 06/05/2016
Year   Age   Cohort      ASFR
1922   12       .    0.00000
1922   13     1909    0.00001
1922   13     1908    0.00001
1922   14     1908    0.00008
1922   14     1907    0.00015
1922   15     1907    0.00042
1922   15     1906    0.00067
1922   16     1906    0.00171
1922   16     1905    0.00258
1922   17     1905    0.00543
1922   17     1904    0.00759
1922   18     1904    0.01376
1922   18     1903    0.01793
1922   19     1903    0.02818
1922   19     1902    0.03481
1922   20     1902    0.05228
1922   20     1901    0.06234
1922   21     1901    0.08379
1922   21     1900    0.09630
1922   22     1900    0.12491
1922   22     1899    0.13877
1922   23     1899    0.16329
1922   23     1898    0.17601
1922   24     1898    0.20017
1922   24     1897    0.20928
1922   25     1897    0.21978
1922   25     1896    0.22442
1922   26     1896    0.23189
1922   26     1895    0.23436
1922   27     1895    0.23697
1922   27     1894    0.23806
1922   28     1894    0.23955
1922   28     1893    0.24075
1922   29     1893    0.24542
1922   29     1892    0.24453
1922   30     1892    0.23716
1922   30     1891    0.23167
1922   31     1891    0.21669
1922   31     1890    0.21095
1922   32     1890    0.20089
1922   32     1889    0.19807
1922   33     1889    0.19556
1922   33     1888    0.19528
1922   34     1888    0.19786
1922   34     1887    0.19714
1922   35     1887    0.19288
1922   35     1886    0.18890
1922   36     1886    0.17714
1922   36     1885    0.17154
1922   37     1885    0.15991
1922   37     1884    0.15409
1922   38     1884    0.14201
1922   38     1883    0.13595
1922   39     1883    0.12406
1922   39     1882    0.11790
1922   40     1882    0.10501
1922   40     1881    0.09886
1922   41     1881    0.08849
1922   41     1880    0.08153
1922   42     1880    0.06496
1922   42     1879    0.05837
1922   43     1879    0.04757
1922   43     1878    0.04197
1922   44     1878    0.03176
1922   44     1877    0.02755
1922   45     1877    0.02052
1922   45     1876    0.01777
1922   46     1876    0.01327
1922   46     1875    0.01188
1922   47     1875    0.00992
1922   47     1874    0.00922
1922   48     1874    0.00819
1922   48     1873    0.00770
1922   49     1873    0.00662
1922   49     1872    0.00645
1922   50     1872    0.00639
1922   50     1871    0.00553
1922   51     1871    0.00362
1922   51     1870    0.00242
1922   52     1870    0.00070
1922   52     1869    0.00041
1922   53     1869    0.00015
1922   53     1868    0.00008
1922   54     1868    0.00002
1922   54     1867    0.00001
1922   55       .    0.00000
1923   12       .    0.00000
1923   13     1910    0.00001
1923   13     1909    0.00002
1923   14     1909    0.00009
1923   14     1908    0.00017
1923   15     1908    0.00048
1923   15     1907    0.00076
1923   16     1907    0.00187
1923   16     1906    0.00279
1923   17     1906    0.00581
1923   17     1905    0.00804
1923   18     1905    0.01430
1923   18     1904    0.01849
1923   19     1904    0.02904
1923   19     1903    0.03567
1923   20     1903    0.05161
1923   20     1902    0.06115
1923   21     1902    0.08400
1923   21     1901    0.09623
1923   22     1901    0.12023
1923   22     1900    0.13341
1923   23     1900    0.16160
1923   23     1899    0.17450
1923   24     1899    0.19690
1923   24     1898    0.20676
1923   25     1898    0.22028
1923   25     1897    0.22602
1923   26     1897    0.23533
1923   26     1896    0.23866
1923   27     1896    0.24263
1923   27     1895    0.24400
1923   28     1895    0.24534
1923   28     1894    0.24604
1923   29     1894    0.24865
1923   29     1893    0.24678
1923   30     1893    0.23813
1923   30     1892    0.23185
1923   31     1892    0.21394
1923   31     1891    0.20777
1923   32     1891    0.19901
1923   32     1890    0.19595
1923   33     1890    0.19231
1923   33     1889    0.19200
1923   34     1889    0.19488
1923   34     1888    0.19422
1923   35     1888    0.18986
1923   35     1887    0.18588
1923   36     1887    0.17416
1923   36     1886    0.16865
1923   37     1886    0.15761
1923   37     1885    0.15203
1923   38     1885    0.14048
1923   38     1884    0.13471
1923   39     1884    0.12245
1923   39     1883    0.11714
1923   40     1883    0.10808
1923   40     1882    0.10224
1923   41     1882    0.08905
1923   41     1881    0.08213
1923   42     1881    0.06953
1923   42     1880    0.06257
1923   43     1880    0.04759
1923   43     1879    0.04206
1923   44     1879    0.03364
1923   44     1878    0.02914
1923   45     1878    0.02086
1923   45     1877    0.01805
1923   46     1877    0.01375
1923   46     1876    0.01225
1923   47     1876    0.01008
1923   47     1875    0.00926
1923   48     1875    0.00794
1923   48     1874    0.00734
1923   49     1874    0.00603
1923   49     1873    0.00582
1923   50     1873    0.00594
1923   50     1872    0.00513
1923   51     1872    0.00291
1923   51     1871    0.00196
1923   52     1871    0.00081
1923   52     1870    0.00048
1923   53     1870    0.00012
1923   53     1869    0.00007
1923   54     1869    0.00003
1923   54     1868    0.00001
1923   55       .    0.00000
1924   12       .    0.00000
1924   13     1911    0.00000
1924   13     1910    0.00001
1924   14     1910    0.00006
1924   14     1909    0.00012
1924   15     1909    0.00034
1924   15     1908    0.00056
1924   16     1908    0.00151
1924   16     1907    0.00233
1924   17     1907    0.00507
1924   17     1906    0.00722
1924   18     1906    0.01357
1924   18     1905    0.01783
1924   19     1905    0.02831
1924   19     1904    0.03471
1924   20     1904    0.04926
1924   20     1903    0.05783
1924   21     1903    0.07764
1924   21     1902    0.08855
1924   22     1902    0.11221
1924   22     1901    0.12416
1924   23     1901    0.14622
1924   23     1900    0.15814
1924   24     1900    0.18405
1924   24     1899    0.19504
1924   25     1899    0.21206
1924   25     1898    0.21981
1924   26     1898    0.23153
1924   26     1897    0.23583
1924   27     1897    0.24114
1924   27     1896    0.24285
1924   28     1896    0.24412
1924   28     1895    0.24426
1924   29     1895    0.24462
1924   29     1894    0.24168
1924   30     1894    0.23054
1924   30     1893    0.22350
1924   31     1893    0.20560
1924   31     1892    0.19920
1924   32     1892    0.18920
1924   32     1891    0.18641
1924   33     1891    0.18440
1924   33     1890    0.18480
1924   34     1890    0.18951
1924   34     1889    0.19031
1924   35     1889    0.19034
1924   35     1888    0.18778
1924   36     1888    0.17737
1924   36     1887    0.17219
1924   37     1887    0.16106
1924   37     1886    0.15498
1924   38     1886    0.14216
1924   38     1885    0.13552
1924   39     1885    0.12111
1924   39     1884    0.11552
1924   40     1884    0.10642
1924   40     1883    0.10056
1924   41     1883    0.08816
1924   41     1882    0.08137
1924   42     1882    0.06711
1924   42     1881    0.06074
1924   43     1881    0.05021
1924   43     1880    0.04478
1924   44     1880    0.03380
1924   44     1879    0.02944
1924   45     1879    0.02228
1924   45     1878    0.01935
1924   46     1878    0.01450
1924   46     1877    0.01304
1924   47     1877    0.01109
1924   47     1876    0.01033
1924   48     1876    0.00917
1924   48     1875    0.00861
1924   49     1875    0.00727
1924   49     1874    0.00721
1924   50     1874    0.00784
1924   50     1873    0.00687
1924   51     1873    0.00416
1924   51     1872    0.00276
1924   52     1872    0.00089
1924   52     1871    0.00052
1924   53     1871    0.00019
1924   53     1870    0.00010
1924   54     1870    0.00002
1924   54     1869    0.00001
1924   55       .    0.00000
1925   12       .    0.00000
1925   13     1912    0.00001
1925   13     1911    0.00002
1925   14     1911    0.00011
1925   14     1910    0.00021
1925   15     1910    0.00059
1925   15     1909    0.00090
1925   16     1909    0.00202
1925   16     1908    0.00292
1925   17     1908    0.00576
1925   17     1907    0.00773
1925   18     1907    0.01301
1925   18     1906    0.01657
1925   19     1906    0.02594
1925   19     1905    0.03189
1925   20     1905    0.04706
1925   20     1904    0.05614
1925   21     1904    0.07713
1925   21     1903    0.08892
1925   22     1903    0.11361
1925   22     1902    0.12675
1925   23     1902    0.15369
1925   23     1901    0.16627
1925   24     1901    0.18740
1925   24     1900    0.19703
1925   25     1900    0.21279
1925   25     1899    0.21873
1925   26     1899    0.22648
1925   26     1898    0.22953
1925   27     1898    0.23305
1925   27     1897    0.23412
1925   28     1897    0.23483
1925   28     1896    0.23521
1925   29     1896    0.23721
1925   29     1895    0.23495
1925   30     1895    0.22509
1925   30     1894    0.21869
1925   31     1894    0.20164
1925   31     1893    0.19562
1925   32     1893    0.18663
1925   32     1892    0.18375
1925   33     1892    0.18084
1925   33     1891    0.18072
1925   34     1891    0.18402
1925   34     1890    0.18355
1925   35     1890    0.17897
1925   35     1889    0.17531
1925   36     1889    0.16518
1925   36     1888    0.16007
1925   37     1888    0.14930
1925   37     1887    0.14413
1925   38     1887    0.13387
1925   38     1886    0.12846
1925   39     1886    0.11679
1925   39     1885    0.11231
1925   40     1885    0.10518
1925   40     1884    0.09999
1925   41     1884    0.08775
1925   41     1883    0.08065
1925   42     1883    0.06635
1925   42     1882    0.05912
1925   43     1882    0.04513
1925   43     1881    0.03935
1925   44     1881    0.03075
1925   44     1880    0.02602
1925   45     1880    0.01667
1925   45     1879    0.01418
1925   46     1879    0.01098
1925   46     1878    0.00980
1925   47     1878    0.00811
1925   47     1877    0.00757
1925   48     1877    0.00685
1925   48     1876    0.00649
1925   49     1876    0.00563
1925   49     1875    0.00559
1925   50     1875    0.00597
1925   50     1874    0.00525
1925   51     1874    0.00310
1925   51     1873    0.00208
1925   52     1873    0.00077
1925   52     1872    0.00045
1925   53     1872    0.00013
1925   53     1871    0.00007
1925   54     1871    0.00003
1925   54     1870    0.00001
1925   55       .    0.00000
1926   12       .    0.00000
1926   13     1913    0.00001
1926   13     1912    0.00002
1926   14     1912    0.00011
1926   14     1911    0.00021
1926   15     1911    0.00055
1926   15     1910    0.00086
1926   16     1910    0.00214
1926   16     1909    0.00313
1926   17     1909    0.00603
1926   17     1908    0.00820
1926   18     1908    0.01441
1926   18     1907    0.01846
1926   19     1907    0.02862
1926   19     1906    0.03511
1926   20     1906    0.05127
1926   20     1905    0.06085
1926   21     1905    0.08309
1926   21     1904    0.09543
1926   22     1904    0.12145
1926   22     1903    0.13489
1926   23     1903    0.16038
1926   23     1902    0.17275
1926   24     1902    0.19571
1926   24     1901    0.20472
1926   25     1901    0.21577
1926   25     1900    0.22053
1926   26     1900    0.22757
1926   26     1899    0.22975
1926   27     1899    0.23155
1926   27     1898    0.23244
1926   28     1898    0.23368
1926   28     1897    0.23474
1926   29     1897    0.23909
1926   29     1896    0.23815
1926   30     1896    0.23124
1926   30     1895    0.22598
1926   31     1895    0.21083
1926   31     1894    0.20518
1926   32     1894    0.19579
1926   32     1893    0.19244
1926   33     1893    0.18799
1926   33     1892    0.18666
1926   34     1892    0.18667
1926   34     1891    0.18419
1926   35     1891    0.17611
1926   35     1890    0.17079
1926   36     1890    0.15628
1926   36     1889    0.15086
1926   37     1889    0.14211
1926   37     1888    0.13745
1926   38     1888    0.12807
1926   38     1887    0.12367
1926   39     1887    0.11469
1926   39     1886    0.11081
1926   40     1886    0.10411
1926   40     1885    0.09943
1926   41     1885    0.08866
1926   41     1884    0.08163
1926   42     1884    0.06599
1926   42     1883    0.05851
1926   43     1883    0.04525
1926   43     1882    0.03909
1926   44     1882    0.02820
1926   44     1881    0.02372
1926   45     1881    0.01669
1926   45     1880    0.01415
1926   46     1880    0.00990
1926   46     1879    0.00885
1926   47     1879    0.00774
1926   47     1878    0.00734
1926   48     1878    0.00688
1926   48     1877    0.00669
1926   49     1877    0.00616
1926   49     1876    0.00628
1926   50     1876    0.00712
1926   50     1875    0.00638
1926   51     1875    0.00388
1926   51     1874    0.00259
1926   52     1874    0.00085
1926   52     1873    0.00049
1926   53     1873    0.00016
1926   53     1872    0.00008
1926   54     1872    0.00002
1926   54     1871    0.00001
1926   55       .    0.00000
1927   12       .    0.00000
1927   13     1914    0.00001
1927   13     1913    0.00001
1927   14     1913    0.00006
1927   14     1912    0.00013
1927   15     1912    0.00039
1927   15     1911    0.00063
1927   16     1911    0.00154
1927   16     1910    0.00233
1927   17     1910    0.00511
1927   17     1909    0.00714
1927   18     1909    0.01260
1927   18     1908    0.01641
1927   19     1908    0.02637
1927   19     1907    0.03244
1927   20     1907    0.04669
1927   20     1906    0.05528
1927   21     1906    0.07569
1927   21     1905    0.08688
1927   22     1905    0.11038
1927   22     1904    0.12256
1927   23     1904    0.14632
1927   23     1903    0.15787
1927   24     1903    0.17875
1927   24     1902    0.18789
1927   25     1902    0.20241
1927   25     1901    0.20790
1927   26     1901    0.21442
1927   26     1900    0.21700
1927   27     1900    0.22024
1927   27     1899    0.22138
1927   28     1899    0.22260
1927   28     1898    0.22362
1927   29     1898    0.22742
1927   29     1897    0.22645
1927   30     1897    0.22002
1927   30     1896    0.21497
1927   31     1896    0.20039
1927   31     1895    0.19496
1927   32     1895    0.18601
1927   32     1894    0.18284
1927   33     1894    0.17859
1927   33     1893    0.17745
1927   34     1893    0.17811
1927   34     1892    0.17596
1927   35     1892    0.16763
1927   35     1891    0.16264
1927   36     1891    0.15091
1927   36     1890    0.14578
1927   37     1890    0.13545
1927   37     1889    0.13138
1927   38     1889    0.12472
1927   38     1888    0.12093
1927   39     1888    0.11255
1927   39     1887    0.10917
1927   40     1887    0.10353
1927   40     1886    0.09908
1927   41     1886    0.08873
1927   41     1885    0.08176
1927   42     1885    0.06610
1927   42     1884    0.05863
1927   43     1884    0.04463
1927   43     1883    0.03857
1927   44     1883    0.02874
1927   44     1882    0.02434
1927   45     1882    0.01665
1927   45     1881    0.01419
1927   46     1881    0.01076
1927   46     1880    0.00956
1927   47     1880    0.00764
1927   47     1879    0.00708
1927   48     1879    0.00639
1927   48     1878    0.00601
1927   49     1878    0.00513
1927   49     1877    0.00502
1927   50     1877    0.00518
1927   50     1876    0.00451
1927   51     1876    0.00272
1927   51     1875    0.00183
1927   52     1875    0.00065
1927   52     1874    0.00039
1927   53     1874    0.00012
1927   53     1873    0.00006
1927   54     1873    0.00002
1927   54     1872    0.00001
1927   55       .    0.00000
1928   12       .    0.00000
1928   13     1915    0.00001
1928   13     1914    0.00002
1928   14     1914    0.00013
1928   14     1913    0.00025
1928   15     1913    0.00065
1928   15     1912    0.00099
1928   16     1912    0.00230
1928   16     1911    0.00329
1928   17     1911    0.00608
1928   17     1910    0.00809
1928   18     1910    0.01386
1928   18     1909    0.01757
1928   19     1909    0.02680
1928   19     1908    0.03292
1928   20     1908    0.04876
1928   20     1907    0.05817
1928   21     1907    0.08031
1928   21     1906    0.09292
1928   22     1906    0.11998
1928   22     1905    0.13396
1928   23     1905    0.16095
1928   23     1904    0.17345
1928   24     1904    0.19431
1928   24     1903    0.20247
1928   25     1903    0.21195
1928   25     1902    0.21573
1928   26     1902    0.22079
1928   26     1901    0.22228
1928   27     1901    0.22317
1928   27     1900    0.22371
1928   28     1900    0.22481
1928   28     1899    0.22595
1928   29     1899    0.23071
1928   29     1898    0.23043
1928   30     1898    0.22560
1928   30     1897    0.22106
1928   31     1897    0.20701
1928   31     1896    0.20162
1928   32     1896    0.19245
1928   32     1895    0.18901
1928   33     1895    0.18390
1928   33     1894    0.18220
1928   34     1894    0.18122
1928   34     1893    0.17842
1928   35     1893    0.16968
1928   35     1892    0.16416
1928   36     1892    0.14994
1928   36     1891    0.14460
1928   37     1891    0.13626
1928   37     1890    0.13215
1928   38     1890    0.12356
1928   38     1889    0.11995
1928   39     1889    0.11316
1928   39     1888    0.11010
1928   40     1888    0.10476
1928   40     1887    0.10053
1928   41     1887    0.09057
1928   41     1886    0.08352
1928   42     1886    0.06789
1928   42     1885    0.06018
1928   43     1885    0.04560
1928   43     1884    0.03937
1928   44     1884    0.02867
1928   44     1883    0.02430
1928   45     1883    0.01732
1928   45     1882    0.01477
1928   46     1882    0.01067
1928   46     1881    0.00949
1928   47     1881    0.00807
1928   47     1880    0.00752
1928   48     1880    0.00662
1928   48     1879    0.00627
1928   49     1879    0.00553
1928   49     1878    0.00549
1928   50     1878    0.00584
1928   50     1877    0.00514
1928   51     1877    0.00317
1928   51     1876    0.00214
1928   52     1876    0.00075
1928   52     1875    0.00044
1928   53     1875    0.00014
1928   53     1874    0.00007
1928   54     1874    0.00002
1928   54     1873    0.00001
1928   55       .    0.00000
1929   12       .    0.00000
1929   13     1916    0.00001
1929   13     1915    0.00004
1929   14     1915    0.00020
1929   14     1914    0.00038
1929   15     1914    0.00090
1929   15     1913    0.00131
1929   16     1913    0.00272
1929   16     1912    0.00374
1929   17     1912    0.00664
1929   17     1911    0.00853
1929   18     1911    0.01320
1929   18     1910    0.01640
1929   19     1910    0.02574
1929   19     1909    0.03162
1929   20     1909    0.04659
1929   20     1908    0.05603
1929   21     1908    0.07841
1929   21     1907    0.09091
1929   22     1907    0.11749
1929   22     1906    0.13138
1929   23     1906    0.15811
1929   23     1905    0.17006
1929   24     1905    0.18858
1929   24     1904    0.19560
1929   25     1904    0.20318
1929   25     1903    0.20590
1929   26     1903    0.20860
1929   26     1902    0.20933
1929   27     1902    0.20946
1929   27     1901    0.20986
1929   28     1901    0.21097
1929   28     1900    0.21262
1929   29     1900    0.21941
1929   29     1899    0.22040
1929   30     1899    0.21927
1929   30     1898    0.21607
1929   31     1898    0.20356
1929   31     1897    0.19881
1929   32     1897    0.19056
1929   32     1896    0.18717
1929   33     1896    0.18160
1929   33     1895    0.17945
1929   34     1895    0.17698
1929   34     1894    0.17369
1929   35     1894    0.16393
1929   35     1893    0.15817
1929   36     1893    0.14455
1929   36     1892    0.13914
1929   37     1892    0.12960
1929   37     1891    0.12569
1929   38     1891    0.11951
1929   38     1890    0.11620
1929   39     1890    0.10838
1929   39     1889    0.10596
1929   40     1889    0.10360
1929   40     1888    0.09982
1929   41     1888    0.08919
1929   41     1887    0.08226
1929   42     1887    0.06715
1929   42     1886    0.05944
1929   43     1886    0.04518
1929   43     1885    0.03891
1929   44     1885    0.02806
1929   44     1884    0.02372
1929   45     1884    0.01652
1929   45     1883    0.01406
1929   46     1883    0.01044
1929   46     1882    0.00929
1929   47     1882    0.00768
1929   47     1881    0.00718
1929   48     1881    0.00660
1929   48     1880    0.00628
1929   49     1880    0.00548
1929   49     1879    0.00549
1929   50     1879    0.00611
1929   50     1878    0.00541
1929   51     1878    0.00319
1929   51     1877    0.00215
1929   52     1877    0.00079
1929   52     1876    0.00046
1929   53     1876    0.00014
1929   53     1875    0.00008
1929   54     1875    0.00003
1929   54     1874    0.00001
1929   55       .    0.00000
1930   12       .    0.00000
1930   13     1917    0.00001
1930   13     1916    0.00004
1930   14     1916    0.00019
1930   14     1915    0.00036
1930   15     1915    0.00084
1930   15     1914    0.00123
1930   16     1914    0.00266
1930   16     1913    0.00369
1930   17     1913    0.00652
1930   17     1912    0.00845
1930   18     1912    0.01372
1930   18     1911    0.01712
1930   19     1911    0.02583
1930   19     1910    0.03175
1930   20     1910    0.04900
1930   20     1909    0.05893
1930   21     1909    0.07982
1930   21     1908    0.09231
1930   22     1908    0.11987
1930   22     1907    0.13366
1930   23     1907    0.15953
1930   23     1906    0.17115
1930   24     1906    0.18905
1930   24     1905    0.19557
1930   25     1905    0.20194
1930   25     1904    0.20408
1930   26     1904    0.20579
1930   26     1903    0.20614
1930   27     1903    0.20570
1930   27     1902    0.20602
1930   28     1902    0.20763
1930   28     1901    0.20954
1930   29     1901    0.21688
1930   29     1900    0.21811
1930   30     1900    0.21629
1930   30     1899    0.21330
1930   31     1899    0.20263
1930   31     1898    0.19821
1930   32     1898    0.19011
1930   32     1897    0.18697
1930   33     1897    0.18190
1930   33     1896    0.17989
1930   34     1896    0.17752
1930   34     1895    0.17455
1930   35     1895    0.16610
1930   35     1894    0.16065
1930   36     1894    0.14671
1930   36     1893    0.14124
1930   37     1893    0.13208
1930   37     1892    0.12779
1930   38     1892    0.11950
1930   38     1891    0.11571
1930   39     1891    0.10868
1930   39     1890    0.10514
1930   40     1890    0.09732
1930   40     1889    0.09298
1930   41     1889    0.08463
1930   41     1888    0.07795
1930   42     1888    0.06240
1930   42     1887    0.05527
1930   43     1887    0.04251
1930   43     1886    0.03667
1930   44     1886    0.02677
1930   44     1885    0.02267
1930   45     1885    0.01576
1930   45     1884    0.01344
1930   46     1884    0.00983
1930   46     1883    0.00878
1930   47     1883    0.00749
1930   47     1882    0.00706
1930   48     1882    0.00652
1930   48     1881    0.00629
1930   49     1881    0.00575
1930   49     1880    0.00573
1930   50     1880    0.00581
1930   50     1879    0.00512
1930   51     1879    0.00334
1930   51     1878    0.00224
1930   52     1878    0.00073
1930   52     1877    0.00042
1930   53     1877    0.00013
1930   53     1876    0.00007
1930   54     1876    0.00002
1930   54     1875    0.00001
1930   55       .    0.00000
1931   12       .    0.00000
1931   13     1918    0.00002
1931   13     1917    0.00005
1931   14     1917    0.00025
1931   14     1916    0.00047
1931   15     1916    0.00106
1931   15     1915    0.00151
1931   16     1915    0.00311
1931   16     1914    0.00423
1931   17     1914    0.00724
1931   17     1913    0.00921
1931   18     1913    0.01411
1931   18     1912    0.01739
1931   19     1912    0.02668
1931   19     1911    0.03269
1931   20     1911    0.04883
1931   20     1910    0.05868
1931   21     1910    0.08154
1931   21     1909    0.09393
1931   22     1909    0.11858
1931   22     1908    0.13193
1931   23     1908    0.15816
1931   23     1907    0.16962
1931   24     1907    0.18742
1931   24     1906    0.19403
1931   25     1906    0.20050
1931   25     1905    0.20296
1931   26     1905    0.20603
1931   26     1904    0.20669
1931   27     1904    0.20638
1931   27     1903    0.20635
1931   28     1903    0.20626
1931   28     1902    0.20693
1931   29     1902    0.21095
1931   29     1901    0.21001
1931   30     1901    0.20384
1931   30     1900    0.19901
1931   31     1900    0.18413
1931   31     1899    0.17920
1931   32     1899    0.17230
1931   32     1898    0.16961
1931   33     1898    0.16611
1931   33     1897    0.16536
1931   34     1897    0.16623
1931   34     1896    0.16507
1931   35     1896    0.16060
1931   35     1895    0.15676
1931   36     1895    0.14571
1931   36     1894    0.14090
1931   37     1894    0.13146
1931   37     1893    0.12695
1931   38     1893    0.11835
1931   38     1892    0.11381
1931   39     1892    0.10422
1931   39     1891    0.09916
1931   40     1891    0.08914
1931   40     1890    0.08395
1931   41     1890    0.07268
1931   41     1889    0.06695
1931   42     1889    0.05625
1931   42     1888    0.05032
1931   43     1888    0.03871
1931   43     1887    0.03391
1931   44     1887    0.02589
1931   44     1886    0.02236
1931   45     1886    0.01642
1931   45     1885    0.01418
1931   46     1885    0.01049
1931   46     1884    0.00933
1931   47     1884    0.00766
1931   47     1883    0.00704
1931   48     1883    0.00611
1931   48     1882    0.00567
1931   49     1882    0.00472
1931   49     1881    0.00440
1931   50     1881    0.00394
1931   50     1880    0.00333
1931   51     1880    0.00182
1931   51     1879    0.00123
1931   52     1879    0.00050
1931   52     1878    0.00030
1931   53     1878    0.00009
1931   53     1877    0.00005
1931   54     1877    0.00002
1931   54     1876    0.00001
1931   55       .    0.00000
1932   12       .    0.00000
1932   13     1919    0.00001
1932   13     1918    0.00003
1932   14     1918    0.00020
1932   14     1917    0.00038
1932   15     1917    0.00090
1932   15     1916    0.00132
1932   16     1916    0.00288
1932   16     1915    0.00402
1932   17     1915    0.00718
1932   17     1914    0.00933
1932   18     1914    0.01495
1932   18     1913    0.01864
1932   19     1913    0.02818
1932   19     1912    0.03460
1932   20     1912    0.05320
1932   20     1911    0.06388
1932   21     1911    0.08574
1932   21     1910    0.09856
1932   22     1910    0.12753
1932   22     1909    0.14149
1932   23     1909    0.16596
1932   23     1908    0.17758
1932   24     1908    0.19653
1932   24     1907    0.20314
1932   25     1907    0.20921
1932   25     1906    0.21145
1932   26     1906    0.21394
1932   26     1905    0.21420
1932   27     1905    0.21288
1932   27     1904    0.21225
1932   28     1904    0.21085
1932   28     1903    0.21079
1932   29     1903    0.21325
1932   29     1902    0.21154
1932   30     1902    0.20312
1932   30     1901    0.19756
1932   31     1901    0.18313
1932   31     1900    0.17772
1932   32     1900    0.16855
1932   32     1899    0.16592
1932   33     1899    0.16363
1932   33     1898    0.16331
1932   34     1898    0.16535
1932   34     1897    0.16493
1932   35     1897    0.16227
1932   35     1896    0.15911
1932   36     1896    0.14917
1932   36     1895    0.14445
1932   37     1895    0.13468
1932   37     1894    0.12971
1932   38     1894    0.11931
1932   38     1893    0.11409
1932   39     1893    0.10390
1932   39     1892    0.09838
1932   40     1892    0.08647
1932   40     1891    0.08111
1932   41     1891    0.07211
1932   41     1890    0.06638
1932   42     1890    0.05316
1932   42     1889    0.04777
1932   43     1889    0.03892
1932   43     1888    0.03437
1932   44     1888    0.02599
1932   44     1887    0.02264
1932   45     1887    0.01710
1932   45     1886    0.01485
1932   46     1886    0.01115
1932   46     1885    0.00991
1932   47     1885    0.00805
1932   47     1884    0.00734
1932   48     1884    0.00619
1932   48     1883    0.00567
1932   49     1883    0.00465
1932   49     1882    0.00436
1932   50     1882    0.00394
1932   50     1881    0.00334
1932   51     1881    0.00215
1932   51     1880    0.00146
1932   52     1880    0.00046
1932   52     1879    0.00028
1932   53     1879    0.00011
1932   53     1878    0.00006
1932   54     1878    0.00002
1932   54     1877    0.00001
1932   55       .    0.00000
1933   12       .    0.00000
1933   13     1920    0.00002
1933   13     1919    0.00005
1933   14     1919    0.00025
1933   14     1918    0.00047
1933   15     1918    0.00110
1933   15     1917    0.00157
1933   16     1917    0.00326
1933   16     1916    0.00447
1933   17     1916    0.00774
1933   17     1915    0.00990
1933   18     1915    0.01539
1933   18     1914    0.01902
1933   19     1914    0.02889
1933   19     1913    0.03531
1933   20     1913    0.05233
1933   20     1912    0.06258
1933   21     1912    0.08629
1933   21     1911    0.09928
1933   22     1911    0.12532
1933   22     1910    0.13910
1933   23     1910    0.16675
1933   23     1909    0.17823
1933   24     1909    0.19440
1933   24     1908    0.20026
1933   25     1908    0.20441
1933   25     1907    0.20597
1933   26     1907    0.20809
1933   26     1906    0.20814
1933   27     1906    0.20648
1933   27     1905    0.20570
1933   28     1905    0.20403
1933   28     1904    0.20384
1933   29     1904    0.20592
1933   29     1903    0.20422
1933   30     1903    0.19676
1933   30     1902    0.19133
1933   31     1902    0.17579
1933   31     1901    0.17059
1933   32     1901    0.16340
1933   32     1900    0.16104
1933   33     1900    0.15878
1933   33     1899    0.15883
1933   34     1899    0.16167
1933   34     1898    0.16182
1933   35     1898    0.16051
1933   35     1897    0.15801
1933   36     1897    0.14942
1933   36     1896    0.14498
1933   37     1896    0.13533
1933   37     1895    0.13023
1933   38     1895    0.11940
1933   38     1894    0.11386
1933   39     1894    0.10220
1933   39     1893    0.09687
1933   40     1893    0.08712
1933   40     1892    0.08194
1933   41     1892    0.07136
1933   41     1891    0.06568
1933   42     1891    0.05511
1933   42     1890    0.04946
1933   43     1890    0.03767
1933   43     1889    0.03320
1933   44     1889    0.02635
1933   44     1888    0.02281
1933   45     1888    0.01636
1933   45     1887    0.01415
1933   46     1887    0.01069
1933   46     1886    0.00960
1933   47     1886    0.00816
1933   47     1885    0.00767
1933   48     1885    0.00700
1933   48     1884    0.00669
1933   49     1884    0.00589
1933   49     1883    0.00594
1933   50     1883    0.00672
1933   50     1882    0.00597
1933   51     1882    0.00348
1933   51     1881    0.00232
1933   52     1881    0.00089
1933   52     1880    0.00052
1933   53     1880    0.00013
1933   53     1879    0.00007
1933   54     1879    0.00003
1933   54     1878    0.00001
1933   55       .    0.00000
1934   12       .    0.00000
1934   13     1921    0.00000
1934   13     1920    0.00001
1934   14     1920    0.00005
1934   14     1919    0.00010
1934   15     1919    0.00029
1934   15     1918    0.00049
1934   16     1918    0.00143
1934   16     1917    0.00227
1934   17     1917    0.00526
1934   17     1916    0.00768
1934   18     1916    0.01502
1934   18     1915    0.01998
1934   19     1915    0.03176
1934   19     1914    0.03881
1934   20     1914    0.05417
1934   20     1913    0.06304
1934   21     1913    0.08335
1934   21     1912    0.09414
1934   22     1912    0.11645
1934   22     1911    0.12727
1934   23     1911    0.14654
1934   23     1910    0.15632
1934   24     1910    0.17607
1934   24     1909    0.18409
1934   25     1909    0.19619
1934   25     1908    0.20066
1934   26     1908    0.20489
1934   26     1907    0.20590
1934   27     1907    0.20545
1934   27     1906    0.20470
1934   28     1906    0.20198
1934   28     1905    0.20063
1934   29     1905    0.19885
1934   29     1904    0.19537
1934   30     1904    0.18423
1934   30     1903    0.17764
1934   31     1903    0.16161
1934   31     1902    0.15598
1934   32     1902    0.14749
1934   32     1901    0.14511
1934   33     1901    0.14350
